"","agency","revenue_category","revenue_source","fund_class","funding_class","revenue_class","budget_fiscal_year","fiscal_year","adopted","modified","recognized","closing_classification_name"
"11596","Department of Small Business Services","Federal Grants and Contracts-Categorical","PROCUREMENT TECHNICAL ASSISTANCE","General Fund","FEDERAL - OTHER","DEFENSE","2018","2018","0","348495","-76319.93","Collected Unearned Revenue Roll"
"11597","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1006244","1006244","-76630.81","Billed Revenue"
"11598","Department of Small Business Services","State Grants and Contracts-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2014","2018","0","0","-77559.54","Collected Unearned Revenue Roll"
"11599","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2017","2018","17879758","23394684","-77650.25","Unbilled Revenue"
"11600","Department of Small Business Services","State Grants and Contracts-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2016","2018","0","0","-79345.68","Collected Unearned Revenue Roll"
"11601","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1409690","1409690","-79661.33","Billed Revenue"
"11602","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1506793","1506793","-79742.73","Billed Revenue"
"11603","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1506934","1506934","-80773.19","Billed Revenue"
"11604","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1006244","1006244","-80817.06","Billed Revenue"
"11605","Department of Small Business Services","State Grants and Contracts-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2014","2018","0","0","-84275.68","Collected Unearned Revenue Roll"
"11606","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1399222","1399222","-85137.7","Billed Revenue"
"11607","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1399222","1399222","-85159.02","Billed Revenue"
"11608","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","3289309","3131809","-85280.63","Billed Revenue"
"11609","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1409690","1409690","-85619.97","Billed Revenue"
"11610","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1409690","1409690","-85779.67","Billed Revenue"
"11611","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2016","2018","9493191","12656251","-86058.95","Unbilled Revenue"
"11612","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1399222","1399222","-86374.62","Billed Revenue"
"11613","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1006244","1006244","-86829.02","Billed Revenue"
"11614","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1399222","1399222","-86844.53","Billed Revenue"
"11615","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1409690","1409690","-86886.15","Billed Revenue"
"11616","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1399222","1399222","-86977.47","Billed Revenue"
"11617","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1409690","1409690","-87508.14","Billed Revenue"
"11618","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1409690","1409690","-87567.24","Billed Revenue"
"11619","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1006244","1006244","-87716.31","Billed Revenue"
"11620","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1006244","1006244","-88061.1","Billed Revenue"
"11621","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1006244","1006244","-88063.92","Billed Revenue"
"11622","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1506793","1506793","-88564.12","Billed Revenue"
"11623","Department of Small Business Services","State Grants and Contracts-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2014","2018","0","0","-89282.89","Collected Unearned Revenue Roll"
"11624","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1506934","1521115","-89333.3","Billed Revenue"
"11625","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1399222","1399222","-92099.88","Billed Revenue"
"11626","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1409690","1409690","-92662.15","Billed Revenue"
"11627","Department of Small Business Services","Federal Grants and Contracts-Categorical","HIGHWAY PLANNING AND CONSTRUCTION","General Fund","FEDERAL - OTHER","TRANSPORTATION","2016","2018","0","177564","-93083.1","Billed Revenue"
"11628","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2017","2018","1790991","1849631","-93245.03","Billed Revenue"
"11629","Department of Small Business Services","Federal Grants and Contracts-Categorical","TRADE ADJUSTMENT ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","LABOR","2018","2018","0","1061917","-94260","Billed Revenue"
"11630","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","9728517","10701381","-94391.38","Billed Revenue"
"11631","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2017","2018","9728517","13488578","-94877.12","Unbilled Revenue"
"11632","Department of Small Business Services","Federal Grants and Contracts-Categorical","TRADE ADJUSTMENT ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","LABOR","2018","2018","0","1061917","-95096.52","Billed Revenue"
"11633","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","17879758","17243760","-95616.56","Billed Revenue"
"11634","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","9728517","10701381","-95642.7","Billed Revenue"
"11635","Department of Small Business Services","Federal Grants and Contracts-Categorical","TRADE ADJUSTMENT ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","LABOR","2018","2018","0","417249","-97915.5","Billed Revenue"
"11636","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2017","2018","3289309","3313625","-99102.12","Billed Revenue"
"11637","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","9728517","10701381","-99383.01","Billed Revenue"
"11638","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1506793","1506793","-100085.58","Billed Revenue"
"11639","Department of Small Business Services","Federal Grants and Contracts-Categorical","National Clean Diesel Emission Reduction","General Fund","FEDERAL - OTHER","ENVIRONMENTAL PROTECTION","2017","2018","0","1000000","-100089.83","Unbilled Revenue"
"11640","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1506793","1506793","-100911.7","Billed Revenue"
"11641","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1506934","1506934","-100916.44","Billed Revenue"
"11642","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","17879758","17243760","-101218.74","Billed Revenue"
"11643","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1506934","1506934","-101755.13","Billed Revenue"
"11644","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1506793","1506793","-103678.3","Billed Revenue"
"11645","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1506934","1506934","-104553.67","Billed Revenue"
"11646","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1399222","1399222","-105785.28","Billed Revenue"
"11647","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1506793","1506793","-105872.42","Billed Revenue"
"11648","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1409690","1409690","-106454.54","Billed Revenue"
"11649","Department of Small Business Services","State Grants and Contracts-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2016","2018","0","0","-106673.4","Collected Unearned Revenue Roll"
"11650","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1506934","1506934","-106791.96","Billed Revenue"
"11651","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1506793","1506793","-109931.99","Billed Revenue"
"11652","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","9728517","10701381","-110048.14","Billed Revenue"
"11653","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","9728517","10701381","-110180.12","Billed Revenue"
"11654","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1790991","1617327","-111330","Billed Revenue"
"11655","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1506934","1506934","-111552.38","Billed Revenue"
"11656","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1506793","1506793","-111729.29","Billed Revenue"
"11657","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1506793","1506793","-111937.09","Billed Revenue"
"11658","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1506934","1506934","-113329.28","Billed Revenue"
"11659","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1506934","1506934","-113465.81","Billed Revenue"
"11660","Department of Small Business Services","Federal Grants and Contracts-Categorical","TRADE ADJUSTMENT ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","LABOR","2018","2018","0","1061917","-114143","Billed Revenue"
"11661","Department of Small Business Services","Federal Grants and Contracts-Categorical","COMMUNITY DEVELOPMENT BLOCK GRANT","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2017","2018","0","123510","-114510.25","Billed Revenue"
"11662","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1506793","1506793","-115230.56","Billed Revenue"
"11663","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","9728517","14455579","-116025.19","Billed Revenue"
"11664","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","9728517","14297816","-116025.19","Collected Revenue"
"11665","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1506934","1506934","-116762.15","Billed Revenue"
"11666","Department of Small Business Services","Federal Grants and Contracts-Categorical","HIGHWAY PLANNING AND CONSTRUCTION","General Fund","FEDERAL - OTHER","TRANSPORTATION","2018","2018","0","434491","-117139.28","Billed Revenue"
"11667","Department of Small Business Services","Federal Grants and Contracts-Categorical","COMMUNITY DEVELOPMENT BLOCK GRANT","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2017","2018","0","123510","-123510","Unbilled Revenue"
"11668","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2017","2018","1006244","1006244","-124183.02","Billed Revenue"
"11669","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","3289309","3119846","-124916.77","Billed Revenue"
"11670","Department of Small Business Services","Federal Grants and Contracts-Categorical","PROCUREMENT TECHNICAL ASSISTANCE","General Fund","FEDERAL - OTHER","DEFENSE","2008","2018","","","-126857.61","Billed Revenue"
"11671","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1006244","1006244","-128865.02","Billed Revenue"
"11672","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","2869472","2869472","-129845.43","Billed Revenue"
"11673","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1790991","1617327","-130011.78","Billed Revenue"
"11674","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1790991","1633491","-130797.71","Billed Revenue"
"11675","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1790991","1633491","-134562.93","Billed Revenue"
"11676","Department of Small Business Services","State Grants and Contracts-Categorical","N Y S LOCAL WATERFRONT REVITAL","General Fund","STATE","ENVIRONMENTAL CONSERVATION","2016","2018","0","520992","-136482.34","Billed Revenue"
"11677","Department of Small Business Services","State Grants and Contracts-Categorical","N Y S LOCAL WATERFRONT REVITAL","General Fund","STATE","ENVIRONMENTAL CONSERVATION","2016","2018","0","520992","-136482.34","Unbilled Revenue"
"11678","Department of Small Business Services","State Grants and Contracts-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2014","2018","0","0","-137541.62","Collected Unearned Revenue Roll"
"11679","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2016","2018","9493191","12656251","-139356.31","Unbilled Revenue"
"11680","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","3289309","3131809","-141355","Billed Revenue"
"11681","Department of Small Business Services","Federal Grants and Contracts-Categorical","COMMUNITY DEVELOPMENT BLOCK GRANT","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2008","2018","","","-141604.88","Unbilled Revenue"
"11682","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","3289309","3131809","-142449.84","Billed Revenue"
"11683","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1790991","1633491","-142886.34","Billed Revenue"
"11684","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","3289309","3119846","-143722.62","Billed Revenue"
"11685","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","3289309","3131809","-144373.24","Billed Revenue"
"11686","Department of Small Business Services","Federal Grants and Contracts-Categorical","TRADE ADJUSTMENT ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","LABOR","2018","2018","0","417249","-147290.5","Billed Revenue"
"11687","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1790991","1617327","-149098.9","Billed Revenue"
"11688","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","2869472","2869472","-149158.75","Billed Revenue"
"11689","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","3289309","3119846","-150496.36","Billed Revenue"
"11690","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2017","2018","1506793","1506793","-151535.51","Billed Revenue"
"11691","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","2869472","2869472","-151586.81","Billed Revenue"
"11692","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2017","2018","1399222","1394083","-152821.71","Billed Revenue"
"11693","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2017","2018","1409690","1403554","-153715.43","Billed Revenue"
"11694","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2017","2018","1534381","1509662","-153915.74","Billed Revenue"
"11695","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","2869472","2869472","-154421.3","Billed Revenue"
"11696","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","2869472","2869472","-158592.79","Billed Revenue"
"11697","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1506793","1506793","-159618.87","Billed Revenue"
"11698","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2017","2018","3289309","3313625","-160000","Unbilled Revenue"
"11699","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1506934","1506934","-161164.84","Billed Revenue"
"11700","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","2869472","2869472","-161427.26","Billed Revenue"
"11701","Department of Small Business Services","Federal Grants and Contracts-Categorical","TRADE ADJUSTMENT ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","LABOR","2018","2018","0","1061917","-167327.5","Billed Revenue"
"11702","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","2869472","2869472","-168670.24","Billed Revenue"
"11703","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","2869472","2869472","-170684.84","Billed Revenue"
"11704","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","2869472","2869472","-171389.9","Billed Revenue"
"11705","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2017","2018","1790991","1706565","-172491.86","Billed Revenue"
"11706","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","2869472","2869472","-173726.83","Billed Revenue"
"11707","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","17879758","17243760","-177323.65","Billed Revenue"
"11708","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1790991","1633491","-186405.26","Billed Revenue"
"11709","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2017","2018","3289309","3205880","-194556.27","Billed Revenue"
"11710","Department of Small Business Services","Federal Grants and Contracts-Categorical","BROWNFIELD ASSESSMENT & CLEANUP COOP PGM","General Fund","FEDERAL - OTHER","ENVIRONMENTAL PROTECTION","2018","2018","0","354552","-200000","Billed Revenue"
"11711","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","3289309","3131809","-202117.4","Billed Revenue"
"11712","Department of Small Business Services","Federal Grants and Contracts-Categorical","FEMA Sandy E Buildings and Equipment","General Fund","FEDERAL - OTHER","DEPARTMENT of  HOMELAND SECURITY","2017","2018","0","2380084","-205107.31","Billed Revenue"
"11713","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","9728517","14297816","-206145.28","Billed Revenue"
"11714","Department of Small Business Services","Federal Grants and Contracts-Categorical","COMMUNITY DEVELOPMENT BLOCK GRANT","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2007","2018","","","-208659.01","Unbilled Revenue"
"11715","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","1790991","1633491","-231495.18","Billed Revenue"
"11716","Department of Small Business Services","Federal Grants and Contracts-Categorical","CDBG-Disaster Recovery NY Rising","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2017","2018","2365922","3753168","-233461.44","Unbilled Revenue"
"11717","Department of Small Business Services","Federal Grants and Contracts-Categorical","PROCUREMENT TECHNICAL ASSISTANCE","General Fund","FEDERAL - OTHER","DEFENSE","2018","2018","0","348495","-236837.44","Billed Revenue"
"11718","Department of Small Business Services","Federal Grants and Contracts-Categorical","PROCUREMENT TECHNICAL ASSISTANCE","General Fund","FEDERAL - OTHER","DEFENSE","2018","2018","0","348495","-236837.44","Collected Unearned Revenue Roll"
"11719","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","3289309","3131809","-240648.51","Billed Revenue"
"11720","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2018","2018","17879758","17243760","-244516.29","Billed Revenue"
"11721","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","2869472","2869472","-247501.76","Billed Revenue"
"11722","Department of Small Business Services","Federal Grants and Contracts-Categorical","HIGHWAY PLANNING AND CONSTRUCTION","General Fund","FEDERAL - OTHER","TRANSPORTATION","2015","2018","0","813419","-258262.2","Billed Revenue"
"11723","Department of Small Business Services","Non-Governmental Grants","HUDSON YARDS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2016","2018","0","62137","-258472.46","Accounts Left In Old Year"
"11724","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2017","2018","2869472","2866072","-273791.84","Billed Revenue"
"11725","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2018","2018","9728517","14297816","-295171.99","Billed Revenue"
"11726","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2017","2018","1399222","1429706","-310490.49","Billed Revenue"
