"","agency","revenue_category","revenue_source","fund_class","funding_class","revenue_class","budget_fiscal_year","fiscal_year","adopted","modified","recognized","closing_classification_name"
"5205","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","1238951","997.5","Collected Revenue"
"5206","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","1267006","986.25","Collected Revenue"
"5207","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","1170955","982.5","Collected Revenue"
"5208","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","1170955","963.75","Collected Revenue"
"5209","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","930231","963.75","Collected Revenue"
"5210","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","1418367","900","Collected Revenue"
"5211","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","1418367","900","Collected Revenue"
"5212","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","1267006","900","Collected Revenue"
"5213","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","1170955","900","Collected Revenue"
"5214","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","1144539","900","Collected Revenue"
"5215","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","1144539","900","Collected Revenue"
"5216","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","1144539","900","Collected Revenue"
"5217","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","1440336","840","Collected Revenue"
"5218","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","1418367","813","Collected Revenue"
"5219","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","930231","787.5","Collected Revenue"
"5220","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","930231","787.5","Collected Revenue"
"5221","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","1267006","775","Collected Revenue"
"5222","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","930231","765","Collected Revenue"
"5223","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2015","2016","18546806","18211518","741.44","Accounts Left In Old Year"
"5224","Department for the Aging","Federal Grants-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2016","702990","1129232","695.9","Accounts Left In Old Year"
"5225","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","1144539","675","Collected Revenue"
"5226","Department for the Aging","State Grants-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2015","2016","6919608","9125260","660.71","Accounts Left In Old Year"
"5227","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","1170955","652.5","Collected Revenue"
"5228","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2016","2016","1000000","1000000","599.1","Collected Revenue"
"5229","Department for the Aging","State Grants-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2015","2016","10509762","10758594","589.61","Accounts Left In Old Year"
"5230","Department for the Aging","Federal Grants-Categorical","HEALTH INSURANCE ASSISTANCE PM","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2016","583746","560891","579.89","Billed Revenue"
"5231","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","930231","502.5","Collected Revenue"
"5232","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2016","2016","1000000","1000000","395.39","Collected Revenue"
"5233","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","1267006","350","Collected Revenue"
"5234","Department for the Aging","Federal Grants-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2016","25262085","25262085","314.8","Accounts Left In Old Year"
"5235","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2016","2016","1000000","1000000","274.1","Collected Revenue"
"5236","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","1418367","213","Collected Revenue"
"5237","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","1418367","210","Collected Revenue"
"5238","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2016","2016","1000000","1000000","186.37","Collected Revenue"
"5239","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2016","2016","1000000","1000000","145.09","Collected Revenue"
"5240","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","1170955","125","Collected Revenue"
"5241","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","1144539","112.5","Collected Revenue"
"5242","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","1144539","97.5","Collected Revenue"
"5243","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2016","2016","1000000","1000000","91.05","Collected Revenue"
"5244","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2016","2016","1000000","1000000","70.24","Collected Revenue"
"5245","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","1267006","56.25","Collected Revenue"
"5246","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2016","2016","1000000","1000000","48.86","Collected Revenue"
"5247","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","1267006","30.5","Collected Revenue"
"5248","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2016","2016","1000000","1000000","25","Collected Revenue"
"5249","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2016","2016","1000000","1000000","15","Collected Revenue"
"5250","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2016","2016","1000000","1000000","1.94","Collected Revenue"
"5251","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2016","2016","1000000","1000000","1.44","Collected Revenue"
"5252","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2016","2016","347208","358953","1","Unbilled Revenue"
"5253","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2016","2016","8414440","8414440","1","Unbilled Revenue"
"5254","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2016","2016","1000000","1000000","0.88","Collected Revenue"
"5255","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2016","2016","19656","1418367","0.5","Collected Revenue"
"5256","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2015","2016","347208","320436","-0.88","Collected Unearned Revenue Roll"
"5257","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2016","2016","347208","358953","-288.3","Billed Revenue"
"5258","Department for the Aging","Federal Grants-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2016","25262085","25262085","-314.8","Billed Revenue"
"5259","Department for the Aging","Federal Grants-Categorical","HEALTH INSURANCE ASSISTANCE PM","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2016","583746","560891","-579.89","Unbilled Revenue"
"5260","Department for the Aging","State Grants-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2015","2016","10509762","10758594","-589.61","Unbilled Revenue"
"5261","Department for the Aging","State Grants-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2015","2016","6919608","9125260","-660.71","Unbilled Revenue"
"5262","Department for the Aging","Federal Grants-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2016","702990","1129232","-695.9","Unbilled Revenue"
"5263","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2015","2016","18546806","18211518","-741.44","Unbilled Revenue"
"5264","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2015","2016","347208","320436","-1140.96","Billed Revenue"
"5265","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2015","2016","347208","320436","-1140.96","Collected Unearned Revenue Roll"
"5266","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2015","2016","347208","320436","-1140.96","Unbilled Revenue"
"5267","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2016","2016","1000000","1000000","-2000","Collected Revenue"
"5268","Department for the Aging","MISCELLANEOUS","N.G. CHECKS","General Fund","CITY FUNDS","MISCELLANEOUS","2016","2016","0","0","-2000","Collected Revenue"
"5269","Department for the Aging","State Grants-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2016","2016","6919608","6919608","-2190.77","Collected Unearned Revenue Roll"
"5270","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2016","8414440","10326078","-7831.6","Billed Revenue"
"5271","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2016","8414440","10326078","-7831.6","Unbilled Revenue"
"5272","Department for the Aging","State Grants-Categorical","Long Term Care & Support for the Elderly","General Fund","STATE","AGING","2016","2016","0","16486","-8039.83","Billed Revenue"
"5273","Department for the Aging","State Grants-Categorical","Long Term Care & Support for the Elderly","General Fund","STATE","AGING","2016","2016","0","16486","-8446.29","Billed Revenue"
"5274","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2016","2016","275000","275000","-8446.29","Collected Unearned Revenue Roll"
"5275","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2015","2016","347208","320436","-9587.98","Collected Unearned Revenue Roll"
"5276","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2016","2016","275000","275000","-11096","Billed Revenue"
"5277","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2016","2016","275000","275000","-11096","Collected Unearned Revenue Roll"
"5278","Department for the Aging","Federal Grants-Categorical","TITLE 3D HEALTH PROMOTION","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2016","667026","667026","-11717.01","Accounts Left In Old Year"
"5279","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2016","2016","275000","275000","-13739","Collected Unearned Revenue Roll"
"5280","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2015","2016","331628","300510","-13739","Billed Revenue"
"5281","Department for the Aging","State Grants-Categorical","CONGREGATE SERVICES INITIATIVE","General Fund","STATE","AGING","2016","2016","284520","152288","-14158.72","Billed Revenue"
"5282","Department for the Aging","State Grants-Categorical","CONGREGATE SERVICES INITIATIVE","General Fund","STATE","AGING","2016","2016","284520","152288","-14158.72","Collected Unearned Revenue Roll"
"5283","Department for the Aging","State Grants-Categorical","CONGREGATE SERVICES INITIATIVE","General Fund","STATE","AGING","2016","2016","284520","152288","-14158.72","Collected Unearned Revenue Roll"
"5284","Department for the Aging","State Grants-Categorical","CONGREGATE SERVICES INITIATIVE","General Fund","STATE","AGING","2015","2016","284520","152288","-14158.72","Billed Revenue"
"5285","Department for the Aging","State Grants-Categorical","Long Term Care & Support for the Elderly","General Fund","STATE","AGING","2015","2016","0","70282","-14511.31","Billed Revenue"
"5286","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2016","2016","275000","275000","-14887","Collected Unearned Revenue Roll"
"5287","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2016","2016","275000","275000","-14887","Billed Revenue"
"5288","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2016","2016","275000","275000","-15016","Billed Revenue"
"5289","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2016","2016","275000","275000","-15016","Collected Unearned Revenue Roll"
"5290","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2016","2016","275000","275000","-15411","Collected Unearned Revenue Roll"
"5291","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2016","2016","275000","275000","-15411","Billed Revenue"
"5292","Department for the Aging","Federal Grants-Categorical","HEALTH INSURANCE ASSISTANCE PM","General Fund","FEDERAL - OTHER","Health and Human Services","2016","2016","583746","583746","-15914.53","Billed Revenue"
"5293","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2016","2016","275000","275000","-16403","Billed Revenue"
"5294","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2016","2016","275000","275000","-16403","Collected Unearned Revenue Roll"
"5295","Department for the Aging","State Grants-Categorical","FOSTER GRANDPARENTS PGM STATE","General Fund","STATE","AGING","2016","2016","20124","18443","-18443","Billed Revenue"
"5296","Department for the Aging","State Grants-Categorical","TRANSPORTATION AID","General Fund","STATE","EDUCATION","2016","2016","331028","395804","-18646.58","Collected Unearned Revenue Roll"
"5297","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2016","2016","347208","381367","-19220.06","Collected Unearned Revenue Roll"
"5298","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2016","2016","347208","381367","-19529.34","Collected Unearned Revenue Roll"
"5299","Department for the Aging","State Grants-Categorical","LONG TERM CARE OMBUDSMAN","General Fund","STATE","AGING","2015","2016","204838","227586","-20472.4","Accounts Left In Old Year"
"5300","Department for the Aging","State Grants-Categorical","LONG TERM CARE OMBUDSMAN","General Fund","STATE","AGING","2015","2016","204838","227586","-20473.4","Billed Revenue"
"5301","Department for the Aging","State Grants-Categorical","LONG TERM CARE OMBUDSMAN","General Fund","STATE","AGING","2015","2016","204838","227586","-20473.4","Unbilled Revenue"
"5302","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2016","2016","275000","275000","-21052","Collected Unearned Revenue Roll"
"5303","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2016","2016","275000","275000","-21052","Billed Revenue"
"5304","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2016","2016","275000","300714","-23410","Billed Revenue"
"5305","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2016","2016","275000","300714","-23410","Collected Unearned Revenue Roll"
"5306","Department for the Aging","State Grants-Categorical","CONGREGATE SERVICES INITIATIVE","General Fund","STATE","AGING","2016","2016","284520","152288","-23831.46","Collected Unearned Revenue Roll"
"5307","Department for the Aging","State Grants-Categorical","CONGREGATE SERVICES INITIATIVE","General Fund","STATE","AGING","2016","2016","284520","152288","-23831.46","Billed Revenue"
"5308","Department for the Aging","State Grants-Categorical","CONGREGATE SERVICES INITIATIVE","General Fund","STATE","AGING","2016","2016","284520","152288","-23913.28","Collected Unearned Revenue Roll"
"5309","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2016","2016","275000","300714","-24964","Billed Revenue"
"5310","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2016","2016","275000","300714","-24964","Collected Unearned Revenue Roll"
"5311","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2016","2016","1000000","1000000","-25867.19","Collected Revenue"
"5312","Department for the Aging","Federal Grants-Categorical","NEW FREEDOM PROGRAM","General Fund","FEDERAL - OTHER","TRANSPORTATION","2013","2016","0","0","-25867.19","Billed Revenue"
"5313","Department for the Aging","Federal Grants-Categorical","NEW FREEDOM PROGRAM","General Fund","FEDERAL - OTHER","TRANSPORTATION","2013","2016","0","0","-25867.19","Accounts Left In Old Year"
"5314","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2016","2016","275000","275000","-26481","Collected Unearned Revenue Roll"
"5315","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2015","2016","331628","300510","-26481","Billed Revenue"
"5316","Department for the Aging","State Grants-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2015","2016","10509762","10902567","-26818.29","Billed Revenue"
"5317","Department for the Aging","Federal Grants-Categorical","TITLE VII ELDER ABUSE PRVNTION","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2016","222872","321342","-26927.59","Unbilled Revenue"
"5318","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2016","2016","275000","275000","-27967","Collected Unearned Revenue Roll"
"5319","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2016","2016","275000","275000","-27967","Billed Revenue"
"5320","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2016","2016","275000","300714","-28829","Collected Unearned Revenue Roll"
"5321","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2016","2016","275000","300714","-28829","Billed Revenue"
"5322","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2016","2016","275000","300714","-29062","Billed Revenue"
"5323","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2016","2016","275000","300714","-29062","Collected Unearned Revenue Roll"
"5324","Department for the Aging","Federal Grants-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2016","10270814","10949757","-34674.56","Accounts Left In Old Year"
"5325","Department for the Aging","State Grants-Categorical","TRANSPORTATION AID","General Fund","STATE","EDUCATION","2016","2016","331028","395804","-38656.59","Collected Unearned Revenue Roll"
"5326","Department for the Aging","State Grants-Categorical","TRANSPORTATION AID","General Fund","STATE","EDUCATION","2016","2016","331028","395804","-41647.83","Collected Unearned Revenue Roll"
"5327","Department for the Aging","Federal Grants-Categorical","TITLE 3D HEALTH PROMOTION","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2016","667026","667026","-53269.88","Billed Revenue"
"5328","Department for the Aging","Federal Grants-Categorical","TITLE 3D HEALTH PROMOTION","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2016","667026","667026","-53269.88","Unbilled Revenue"
"5329","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2015","2016","347208","320436","-54541.37","Collected Unearned Revenue Roll"
"5330","Department for the Aging","State Grants-Categorical","TRANSPORTATION AID","General Fund","STATE","EDUCATION","2016","2016","331028","395804","-57303.17","Collected Unearned Revenue Roll"
"5331","Department for the Aging","State Grants-Categorical","TRANSPORTATION AID","General Fund","STATE","EDUCATION","2016","2016","331028","395804","-58481.89","Collected Unearned Revenue Roll"
"5332","Department for the Aging","State Grants-Categorical","TRANSPORTATION AID","General Fund","STATE","EDUCATION","2016","2016","331028","395804","-58481.89","Billed Revenue"
"5333","Department for the Aging","State Grants-Categorical","TRANSPORTATION AID","General Fund","STATE","EDUCATION","2016","2016","331028","395804","-60294.41","Collected Unearned Revenue Roll"
"5334","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2016","2016","347208","358953","-74169.8","Collected Unearned Revenue Roll"
"5335","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2016","2016","347208","358953","-74169.8","Billed Revenue"
"5336","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2016","2016","347208","381367","-74816.98","Collected Unearned Revenue Roll"
"5337","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2016","2016","347208","381367","-75170.43","Collected Unearned Revenue Roll"
"5338","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2016","2016","347208","381367","-75170.43","Billed Revenue"
"5339","Department for the Aging","State Grants-Categorical","CONGREGATE SERVICES INITIATIVE","General Fund","STATE","AGING","2016","2016","284520","152288","-76225.82","Billed Revenue"
"5340","Department for the Aging","State Grants-Categorical","CONGREGATE SERVICES INITIATIVE","General Fund","STATE","AGING","2016","2016","284520","152288","-76225.82","Collected Unearned Revenue Roll"
"5341","Department for the Aging","State Grants-Categorical","Fully-Integrated Dual Advantage Program (FIDA)","General Fund","STATE","AGING","2016","2016","0","140000","-85000","Billed Revenue"
"5342","Department for the Aging","Federal Grants-Categorical","HEALTH INSURANCE ASSISTANCE PM","General Fund","FEDERAL - OTHER","Health and Human Services","2016","2016","583746","602913","-87835.86","Billed Revenue"
"5343","Department for the Aging","Federal Grants-Categorical","TITLE 3D HEALTH PROMOTION","General Fund","FEDERAL - OTHER","Health and Human Services","2016","2016","667026","667026","-87835.86","Collected Unearned Revenue Roll"
"5344","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2016","2016","8414440","8414440","-89560.8","Billed Revenue"
"5345","Department for the Aging","Federal Grants-Categorical","HEALTH INSURANCE ASSISTANCE PM","General Fund","FEDERAL - OTHER","Health and Human Services","2016","2016","583746","583746","-92211.75","Billed Revenue"
"5346","Department for the Aging","State Grants-Categorical","LONG TERM CARE OMBUDSMAN","General Fund","STATE","AGING","2016","2016","204838","204838","-93315.6","Billed Revenue"
"5347","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2016","18849277","19971484","-96047.23","Accounts Left In Old Year"
"5348","Department for the Aging","State Grants-Categorical","TRANSPORTATION AID","General Fund","STATE","EDUCATION","2016","2016","331028","395804","-98951","Collected Unearned Revenue Roll"
"5349","Department for the Aging","State Grants-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2015","2016","10509762","10758594","-101177.17","Billed Revenue"
"5350","Department for the Aging","Federal Grants-Categorical","HEALTH INSURANCE ASSISTANCE PM","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2016","583746","560891","-111252.05","Billed Revenue"
"5351","Department for the Aging","Federal Grants-Categorical","HEALTH INSURANCE ASSISTANCE PM","General Fund","FEDERAL - OTHER","Health and Human Services","2016","2016","583746","583746","-113117.44","Billed Revenue"
"5352","Department for the Aging","State Grants-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2016","2016","6919608","6919608","-113789","Collected Unearned Revenue Roll"
"5353","Department for the Aging","Federal Grants-Categorical","TITLE 3D HEALTH PROMOTION","General Fund","FEDERAL - OTHER","Health and Human Services","2015","2016","667026","667026","-113815.08","Billed Revenue"
"5354","Department for the Aging","Federal Grants-Categorical","HEALTH INSURANCE ASSISTANCE PM","General Fund","FEDERAL - OTHER","Health and Human Services","2016","2016","583746","583746","-127166.58","Collected Unearned Revenue Roll"
