"","agency","revenue_category","revenue_source","fund_class","funding_class","revenue_class","budget_fiscal_year","fiscal_year","adopted","modified","recognized","closing_classification_name"
"4532","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. IN SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2011","2012","","","-903229.87","Billed Revenue"
"4533","Department of Youth and Community Development","State Grants-Categorical","STATE AID FOR YOUTH SERVICES","General Fund","STATE","YOUTH","2011","2012","","","-907960","Unbilled Revenue"
"4534","Department of Youth and Community Development","State Grants-Categorical","STATE AID FOR YOUTH SERVICES","General Fund","STATE","YOUTH","2011","2013","","","-921284.58","Billed Revenue"
"4535","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2011","2011","","","-934964.37","Billed Revenue"
"4536","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2011","2011","","","-934964.37","Billed Revenue"
"4537","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2011","2011","","","-934964.37","Collected Revenue"
"4538","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","-936281.9","Billed Revenue"
"4539","Department of Youth and Community Development","State Grants-Categorical","STATE AID FOR YOUTH SERVICES","General Fund","STATE","YOUTH","2011","2012","","","-942060.65","Unbilled Revenue"
"4540","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT-ARRA","General Fund","FEDERAL - OTHER","Health and Human Services","2011","2011","","","-979113.58","Billed Revenue"
"4541","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","-1031092.99","Billed Revenue"
"4542","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT-ARRA","General Fund","FEDERAL - OTHER","Health and Human Services","2011","2011","","","-1037164.01","Billed Revenue"
"4543","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","-1088616.51","Billed Revenue"
"4544","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","-1097962.85","Billed Revenue"
"4545","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","-1105196.7","Billed Revenue"
"4546","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2011","2012","","","-1164128.38","Billed Revenue"
"4547","Department of Youth and Community Development","State Grants-Categorical","YOUTH INITIATIVES","General Fund","STATE","YOUTH","2011","2011","","","-1268745","Collected Unearned Revenue Roll"
"4548","Department of Youth and Community Development","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2011","2011","","","-1268745","Collected Unearned Revenue Roll"
"4549","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2011","2011","","","-1524085.55","Collected Unearned Revenue Roll"
"4550","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT-ARRA","General Fund","FEDERAL - OTHER","Health and Human Services","2011","2011","","","-1524085.55","Billed Revenue"
"4551","Department of Youth and Community Development","Non-Governmental Grants","PRIVATE GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2011","2011","","","-1896950.56","Billed Revenue"
"4552","Department of Youth and Community Development","Non-Governmental Grants","PRIVATE GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2011","2011","","","-1896950.56","Collected Unearned Revenue Roll"
"4553","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. IN SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","-1982710.91","Billed Revenue"
"4554","Department of Youth and Community Development","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2011","2011","","","-2135892","Billed Revenue"
"4555","Department of Youth and Community Development","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2011","2011","","","-2135892","Collected Unearned Revenue Roll"
"4556","Department of Youth and Community Development","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2011","2011","","","-2135893","Collected Unearned Revenue Roll"
"4557","Department of Youth and Community Development","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2011","2011","","","-2135893","Billed Revenue"
"4558","Department of Youth and Community Development","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2011","2011","","","-4271785","Collected Unearned Revenue Roll"
"4559","Department of Youth and Community Development","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2011","2011","","","-4271785","Billed Revenue"
"4560","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2011","2011","","","-5792779.95","Collected Unearned Revenue Roll"
"4561","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2011","2011","","","-6391694.19","Billed Revenue"
"4562","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2011","2011","","","-6391694.19","Collected Revenue"
"4563","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2011","2011","","","-6391694.19","Billed Revenue"
"4564","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2011","2011","","","-6504621.7","Collected Unearned Revenue Roll"
"4565","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2011","2012","","","-6606343.18","Billed Revenue"
"4566","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT-ARRA","General Fund","FEDERAL - OTHER","Health and Human Services","2011","2011","","","-7530630.99","Billed Revenue"
"4567","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2011","2012","","","-7663918.53","Billed Revenue"
"4568","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2011","2011","","","-7671907.59","Collected Unearned Revenue Roll"
"4569","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT-ARRA","General Fund","FEDERAL - OTHER","Health and Human Services","2011","2011","","","-7879888","Billed Revenue"
"4570","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2011","2012","","","-8828576.32","Unbilled Revenue"
"4571","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2011","2012","","","-8828576.32","Billed Revenue"
"4572","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2011","2011","","","-11258344.59","Collected Unearned Revenue Roll"
"4573","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2011","2011","","","-12620688","Collected Unearned Revenue Roll"
"4574","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2011","2011","","","-15969060","Collected Unearned Revenue Roll"
"4575","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2012","","","31053502","Collected Unearned Revenue Roll"
"4576","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2012","","","18146044.91","Unbilled Revenue"
"4577","Department of Youth and Community Development","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2012","2012","","","9012055","Collected Revenue"
"4578","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2013","","","8537519.94","Billed Revenue"
"4579","Department of Youth and Community Development","State Grants-Categorical","YOUTH INITIATIVES","General Fund","STATE","YOUTH","2012","2012","","","8458299","Billed Revenue"
"4580","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2012","","","7776314.75","Collected Unearned Revenue Roll"
"4581","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2013","","","7763375","Collected Unearned Revenue Roll"
"4582","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2013","","","7220352.47","Collected Revenue"
"4583","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2012","","","6446209.53","Billed Revenue"
"4584","Department of Youth and Community Development","Non-Governmental Grants","PRIVATE GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2012","2012","","","6160499.03","Billed Revenue"
"4585","Department of Youth and Community Development","Non-Governmental Grants","PRIVATE GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2012","2012","","","6153218.85","Billed Revenue"
"4586","Department of Youth and Community Development","Non-Governmental Grants","PRIVATE GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2012","2012","","","6053276","Collected Unearned Revenue Roll"
"4587","Department of Youth and Community Development","Non-Governmental Grants","PRIVATE GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2012","2012","","","6053276","Collected Revenue"
"4588","Department of Youth and Community Development","Non-Governmental Grants","PRIVATE GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2012","2012","","","6044409.29","Billed Revenue"
"4589","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2012","","","5602555.17","Billed Revenue"
"4590","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2012","","","5602555.17","Collected Revenue"
"4591","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2013","","","5333114.56","Billed Revenue"
"4592","Department of Youth and Community Development","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2012","2012","","","4987945","Collected Revenue"
"4593","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2013","28576101","33166973","4790092.03","Collected Revenue"
"4594","Department of Youth and Community Development","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2012","2012","","","4382840.42","Collected Revenue"
"4595","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2012","","","4344540","Collected Revenue"
"4596","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2012","","","4344540","Billed Revenue"
"4597","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2012","","","4344540","Collected Unearned Revenue Roll"
"4598","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2012","","","4344540","Collected Revenue"
"4599","Department of Youth and Community Development","State Grants-Categorical","YOUTH INITIATIVES","General Fund","STATE","YOUTH","2012","2012","","","2960405","Collected Revenue"
"4600","Department of Youth and Community Development","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2012","","","2960405","Collected Unearned Revenue Roll"
"4601","Department of Youth and Community Development","State Grants-Categorical","YOUTH INITIATIVES","General Fund","STATE","YOUTH","2012","2012","","","2960405","Collected Revenue"
"4602","Department of Youth and Community Development","State Grants-Categorical","YOUTH INITIATIVES","General Fund","STATE","YOUTH","2012","2012","","","2960405","Collected Unearned Revenue Roll"
"4603","Department of Youth and Community Development","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2012","","","2960405","Collected Unearned Revenue Roll"
"4604","Department of Youth and Community Development","State Grants-Categorical","YOUTH INITIATIVES","General Fund","STATE","YOUTH","2012","2012","","","2960405","Collected Unearned Revenue Roll"
"4605","Department of Youth and Community Development","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2012","2012","","","2871608.01","Collected Revenue"
"4606","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2013","28576101","33166973","2493288.41","Accounts Left In Old Year"
"4607","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2012","","","2221042","Collected Unearned Revenue Roll"
"4608","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2012","","","2214117.88","Collected Unearned Revenue Roll"
"4609","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2012","","","2094745.41","Collected Revenue"
"4610","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2013","","","1901494.47","Collected Unearned Revenue Roll"
"4611","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2013","","","1782122","Collected Revenue"
"4612","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2013","","","1782122","Billed Revenue"
"4613","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2013","","","1782122","Collected Revenue"
"4614","Department of Youth and Community Development","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2012","2012","","","1442577.98","Collected Revenue"
"4615","Department of Youth and Community Development","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2012","2012","","","1376976","Collected Revenue"
"4616","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. IN SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","1362066.15","Collected Revenue"
"4617","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. IN SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","1362066.15","Billed Revenue"
"4618","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","1284124.73","Billed Revenue"
"4619","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","1284124.73","Collected Revenue"
"4620","Department of Youth and Community Development","State Grants-Categorical","YOUTH INITIATIVES","General Fund","STATE","YOUTH","2012","2012","","","1268745","Collected Revenue"
"4621","Department of Youth and Community Development","State Grants-Categorical","YOUTH INITIATIVES","General Fund","STATE","YOUTH","2012","2012","","","1268744","Collected Revenue"
"4622","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2013","","","1197795","Collected Revenue"
"4623","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2012","","","1197795","Collected Unearned Revenue Roll"
"4624","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","1093495.77","Collected Revenue"
"4625","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","1093495.77","Billed Revenue"
"4626","Department of Youth and Community Development","State Grants-Categorical","STATE AID FOR YOUTH SERVICES","General Fund","STATE","YOUTH","2012","2012","","","1033754.28","Unbilled Revenue"
"4627","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","1025627.12","Collected Revenue"
"4628","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","1025627.12","Billed Revenue"
"4629","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","1019994.79","Collected Revenue"
"4630","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","1019994.79","Billed Revenue"
"4631","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","996530.99","Billed Revenue"
"4632","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","996530.99","Collected Revenue"
"4633","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","983173.99","Collected Revenue"
"4634","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","983173.99","Billed Revenue"
"4635","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","936479.84","Collected Revenue"
"4636","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","936479.84","Billed Revenue"
"4637","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","925694.99","Collected Revenue"
"4638","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","925694.99","Billed Revenue"
"4639","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2013","","","895406.47","Collected Revenue"
"4640","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","895406.47","Billed Revenue"
"4641","Department of Youth and Community Development","State Grants-Categorical","STATE AID FOR YOUTH SERVICES","General Fund","STATE","YOUTH","2012","2012","","","883056","Billed Revenue"
"4642","Department of Youth and Community Development","State Grants-Categorical","STATE AID FOR YOUTH SERVICES","General Fund","STATE","YOUTH","2012","2013","","","859854.74","Collected Revenue"
"4643","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. IN SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","846149.58","Collected Revenue"
"4644","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. IN SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","846149.58","Billed Revenue"
"4645","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","824580.16","Billed Revenue"
"4646","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","824580.16","Collected Revenue"
"4647","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","814921.22","Billed Revenue"
"4648","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2013","","","814921.22","Collected Revenue"
"4649","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","782570.96","Billed Revenue"
"4650","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","782570.96","Collected Revenue"
"4651","Department of Youth and Community Development","State Grants-Categorical","STATE AID FOR YOUTH SERVICES","General Fund","STATE","YOUTH","2012","2012","","","743830.84","Billed Revenue"
"4652","Department of Youth and Community Development","State Grants-Categorical","STATE AID FOR YOUTH SERVICES","General Fund","STATE","YOUTH","2012","2012","","","733127","Billed Revenue"
"4653","Department of Youth and Community Development","State Grants-Categorical","STATE AID FOR YOUTH SERVICES","General Fund","STATE","YOUTH","2012","2012","","","721787.92","Collected Revenue"
"4654","Department of Youth and Community Development","State Grants-Categorical","STATE AID FOR YOUTH SERVICES","General Fund","STATE","YOUTH","2012","2013","","","721573.19","Collected Revenue"
"4655","Department of Youth and Community Development","State Grants-Categorical","STATE AID FOR YOUTH SERVICES","General Fund","STATE","YOUTH","2012","2012","","","645797","Billed Revenue"
"4656","Department of Youth and Community Development","State Grants-Categorical","STATE AID FOR YOUTH SERVICES","General Fund","STATE","YOUTH","2012","2012","","","630181.04","Collected Revenue"
"4657","Department of Youth and Community Development","CHARGES FOR SERVICES","SOCIAL SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2012","2012","","","624260","Collected Revenue"
"4658","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. IN SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","576923.63","Billed Revenue"
"4659","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. IN SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","576923.63","Collected Revenue"
"4660","Department of Youth and Community Development","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2012","2013","","","564847.77","Collected Revenue"
"4661","Department of Youth and Community Development","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","564847.77","Billed Revenue"
"4662","Department of Youth and Community Development","Federal Grants-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2013","28576101","33166973","543022.53","Collected Revenue"
"4663","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. IN SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","541495.37","Billed Revenue"
"4664","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. IN SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","541495.37","Collected Revenue"
"4665","Department of Youth and Community Development","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","538487","Billed Revenue"
"4666","Department of Youth and Community Development","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","538487","Collected Revenue"
"4667","Department of Youth and Community Development","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","493781.08","Billed Revenue"
"4668","Department of Youth and Community Development","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","493781.08","Collected Revenue"
"4669","Department of Youth and Community Development","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","487453.92","Billed Revenue"
"4670","Department of Youth and Community Development","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","487453.92","Collected Revenue"
"4671","Department of Youth and Community Development","State Grants-Categorical","TRANSITIONAL INDEPENDENT LIVIN","General Fund","STATE","YOUTH","2012","2012","","","455890.42","Billed Revenue"
"4672","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. IN SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","452218.63","Collected Revenue"
"4673","Department of Youth and Community Development","Federal Grants-Categorical","W.I.A. IN SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2012","2012","","","452218.63","Billed Revenue"
