"","agency","revenue_category","revenue_source","fund_class","funding_class","revenue_class","budget_fiscal_year","fiscal_year","adopted","modified","recognized","closing_classification_name"
"5878","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE 3D HEALTH PROMOTION","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2019","667026","1451498","18225.68","Collected Revenue"
"5879","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE 3D HEALTH PROMOTION","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2018","667026","1451498","18225.68","Billed Revenue"
"5880","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE 3D HEALTH PROMOTION","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2018","667026","1451498","18225.68","Unbilled Revenue"
"5881","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","16368.86","Collected Revenue"
"5882","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2017","2017","347208","369622","16044.35","Collected Revenue"
"5883","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","983379","15892.5","Collected Revenue"
"5884","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1354786","15099.5","Collected Revenue"
"5885","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","983379","14823.75","Collected Revenue"
"5886","Department for the Aging","State Grants-Categorical","FOSTER GRANDPARENTS PGM STATE","General Fund","STATE","AGING","2017","2017","18443","18443","14720.82","Collected Revenue"
"5887","Department for the Aging","State Grants-Categorical","FOSTER GRANDPARENTS PGM STATE","General Fund","STATE","AGING","2017","2017","18443","18443","14720.82","Billed Revenue"
"5888","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","14405.16","Collected Revenue"
"5889","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","14050.82","Collected Revenue"
"5890","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1385578","14000.25","Collected Revenue"
"5891","Department for the Aging","State Grants and Contracts-Categorical","CONGREGATE SERVICES INITIATIVE","General Fund","STATE","AGING","2017","2018","284520","152288","13936.17","Accounts Left In Old Year"
"5892","Department for the Aging","State Grants and Contracts-Categorical","CONGREGATE SERVICES INITIATIVE","General Fund","STATE","AGING","2017","2017","284520","152288","13936.17","Unbilled Revenue"
"5893","Department for the Aging","State Grants-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2017","2017","6919608","6919608","13936.17","Collected Unearned Revenue Roll"
"5894","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","983379","13822.5","Collected Revenue"
"5895","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1636186","13588","Collected Revenue"
"5896","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","344169","13488.75","Collected Revenue"
"5897","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","13344.42","Collected Revenue"
"5898","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","13000","Collected Revenue"
"5899","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1622566","12640.5","Collected Revenue"
"5900","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1636187","12500","Collected Revenue"
"5901","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","12288.01","Collected Revenue"
"5902","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2017","2017","275000","275000","11918","Collected Revenue"
"5903","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2017","2017","275000","275000","11918","Collected Unearned Revenue Roll"
"5904","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2017","2017","275000","275000","11918","Billed Revenue"
"5905","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1368786","11631.25","Collected Revenue"
"5906","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","10580.75","Collected Revenue"
"5907","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","10099.86","Collected Revenue"
"5908","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","9434.47","Collected Revenue"
"5909","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1354786","9068","Collected Revenue"
"5910","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1606638","9048","Collected Revenue"
"5911","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","983379","8887.5","Collected Revenue"
"5912","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","0","80000","8750","Collected Revenue"
"5913","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","0","80000","8750","Collected Revenue"
"5914","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","0","80000","8750","Collected Revenue"
"5915","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","8748","Collected Revenue"
"5916","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","983379","8737.5","Collected Revenue"
"5917","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1636187","8600","Collected Revenue"
"5918","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2017","2018","18546806","18754851","8230.06","Unbilled Revenue"
"5919","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1368786","8131","Collected Revenue"
"5920","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","983379","8085","Collected Revenue"
"5921","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1354786","8043.75","Collected Revenue"
"5922","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1354786","8026","Collected Revenue"
"5923","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1109657","7698.75","Collected Revenue"
"5924","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","424929","7635","Collected Revenue"
"5925","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","0","80000","7500","Collected Revenue"
"5926","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1636186","7480","Collected Revenue"
"5927","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","424929","7425","Collected Revenue"
"5928","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1596468","7352","Collected Revenue"
"5929","Department for the Aging","CHARGES FOR SERVICES","EDUCATION SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","0","1140140","7215","Collected Revenue"
"5930","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","6646.83","Collected Revenue"
"5931","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1109657","6525","Collected Revenue"
"5932","Department for the Aging","Non-Governmental Grants","NON-GOVERNMENTAL GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2017","2019","0","552053","6145.52","Accounts Left In Old Year"
"5933","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1636993","6004.5","Collected Revenue"
"5934","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","0","80000","5833.32","Collected Revenue"
"5935","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1238619","5832","Collected Revenue"
"5936","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","5814","Collected Revenue"
"5937","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","5778.95","Collected Revenue"
"5938","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1109657","5636.25","Collected Revenue"
"5939","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1476439","5343.75","Collected Revenue"
"5940","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1636993","5304","Collected Revenue"
"5941","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1596468","5248","Collected Revenue"
"5942","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1354786","5244","Collected Revenue"
"5943","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1059525","5242.5","Collected Revenue"
"5944","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1368786","5228","Collected Revenue"
"5945","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","5165.98","Collected Revenue"
"5946","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","4949.28","Collected Revenue"
"5947","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1606638","4928.5","Collected Revenue"
"5948","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1081040","4837.5","Collected Revenue"
"5949","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","983379","4683.75","Collected Revenue"
"5950","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","983379","4661.25","Collected Revenue"
"5951","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1368786","4656","Collected Revenue"
"5952","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","4648.78","Collected Revenue"
"5953","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1368786","4647.5","Collected Revenue"
"5954","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2017","2018","10509762","10820867","4596.43","Unbilled Revenue"
"5955","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","425829","4481.25","Collected Revenue"
"5956","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1070915","4398.75","Collected Revenue"
"5957","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2017","2017","18546806","18546806","4369.31","Collected Revenue"
"5958","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2017","2017","18546806","18546806","4369.31","Billed Revenue"
"5959","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1636993","4283","Collected Revenue"
"5960","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","344169","4207","Collected Revenue"
"5961","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","473679","4143.75","Collected Revenue"
"5962","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","473679","4132.5","Collected Revenue"
"5963","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1368786","4120","Collected Revenue"
"5964","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","983379","4117.5","Collected Revenue"
"5965","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","336744","4095","Collected Revenue"
"5966","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1070915","4080","Collected Revenue"
"5967","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","336744","4053.75","Collected Revenue"
"5968","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1596468","4052","Collected Revenue"
"5969","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","983379","3978.75","Collected Revenue"
"5970","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1606638","3974.5","Collected Revenue"
"5971","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","983379","3795","Collected Revenue"
"5972","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1596468","3752","Collected Revenue"
"5973","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","3736.47","Collected Revenue"
"5974","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1070915","3727.5","Collected Revenue"
"5975","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1636186","3548","Collected Revenue"
"5976","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","3467.92","Collected Revenue"
"5977","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1354786","3440","Collected Revenue"
"5978","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","473679","3300","Collected Revenue"
"5979","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1368786","3217","Collected Revenue"
"5980","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","3170.69","Collected Revenue"
"5981","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","983379","3150","Collected Revenue"
"5982","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","473679","3037.5","Collected Revenue"
"5983","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","983379","2992.5","Collected Revenue"
"5984","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","473679","2977.5","Collected Revenue"
"5985","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1354786","2925","Collected Revenue"
"5986","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","0","80000","2887.5","Collected Revenue"
"5987","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1354786","2857","Collected Revenue"
"5988","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","509358","2850","Collected Revenue"
"5989","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","2796.98","Collected Revenue"
"5990","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","2741.03","Collected Revenue"
"5991","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","0","80000","2722.5","Collected Revenue"
"5992","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","336744","2718.25","Collected Revenue"
"5993","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1636186","2640","Collected Revenue"
"5994","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1606638","2640","Collected Revenue"
"5995","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1606638","2640","Collected Revenue"
"5996","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1606638","2640","Collected Revenue"
"5997","Department for the Aging","Non-Governmental Grants","NON-GOVERNMENTAL GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2017","2018","0","552053","2507","Collected Revenue"
"5998","Department for the Aging","Non-Governmental Grants","NON-GOVERNMENTAL GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2017","2017","0","552053","2507","Collected Unearned Revenue Roll"
"5999","Department for the Aging","Non-Governmental Grants","NON-GOVERNMENTAL GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2017","2017","0","552053","2507","Collected Revenue"
"6000","Department for the Aging","Non-Governmental Grants","NON-GOVERNMENTAL GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2017","2017","0","552053","2507","Collected Unearned Revenue Roll"
"6001","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","0","80000","2491.5","Collected Revenue"
"6002","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1238619","2482.25","Collected Revenue"
"6003","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","2452.39","Collected Revenue"
"6004","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1606638","2400","Collected Revenue"
"6005","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1354786","2325","Collected Revenue"
"6006","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","983379","2313.75","Collected Revenue"
"6007","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1070915","2310","Collected Revenue"
"6008","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","0","80000","2310","Collected Revenue"
"6009","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","0","80000","2310","Collected Revenue"
"6010","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","0","80000","2310","Collected Revenue"
"6011","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","0","80000","2310","Collected Revenue"
"6012","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","344169","2250","Collected Revenue"
"6013","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","983379","2130","Collected Revenue"
"6014","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","19656","2088.75","Collected Revenue"
"6015","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1354786","2021.75","Collected Revenue"
"6016","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1596468","2012","Collected Revenue"
"6017","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","2007.54","Collected Revenue"
"6018","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","2004.18","Collected Revenue"
"6019","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","1927.48","Collected Revenue"
"6020","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","1878.19","Collected Revenue"
"6021","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1109657","1860","Collected Revenue"
"6022","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","1800.89","Collected Revenue"
"6023","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1070915","1800","Collected Revenue"
"6024","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2017","2017","19656","1606638","1796","Collected Revenue"
"6025","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","1000000","1000000","1773.06","Collected Revenue"
