"","agency","revenue_category","revenue_source","fund_class","funding_class","revenue_class","budget_fiscal_year","fiscal_year","adopted","modified","recognized","closing_classification_name"
"8297","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2016","2017","287941079","400340647","16783","Billed Revenue"
"8298","Department of Homeless Services","Federal Grants and Contracts-Categorical","TANF - ADMINISTRATIVE EXPENSES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","6978483","6978483","15369","Collected Revenue"
"8299","Department of Homeless Services","Federal Grants-Categorical","TANF - ADMINISTRATIVE EXPENSES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","6978483","6978483","15369","Billed Revenue"
"8300","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","334343516","452381616","14498.87","Collected Revenue"
"8301","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","334343516","334343516","14498.87","Billed Revenue"
"8302","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2016","2017","0","0","14355.19","Collected Revenue"
"8303","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2016","2017","0","0","14212.12","Collected Revenue"
"8304","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2017","2017","0","0","14096.98","Collected Revenue"
"8305","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2017","2017","0","0","14096.98","Billed Revenue"
"8306","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","334343516","334343516","13457.76","Collected Revenue"
"8307","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","334343516","334343516","13457.76","Billed Revenue"
"8308","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2017","2017","0","0","13412.45","Collected Revenue"
"8309","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2017","2017","0","0","13412.45","Billed Revenue"
"8310","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2016","2017","287941079","400340647","13147.42","Collected Revenue"
"8311","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2016","2017","287941079","400340647","12573.94","Collected Revenue"
"8312","Department of Homeless Services","Federal Grants and Contracts-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","46948648","46730600","12539","Collected Revenue"
"8313","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","46948648","52419961","12539","Billed Revenue"
"8314","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2016","2017","0","0","12503.18","Collected Revenue"
"8315","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2016","2017","0","0","11970.61","Collected Revenue"
"8316","Department of Homeless Services","Federal Grants and Contracts-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","334343516","530578650","11807.29","Billed Revenue"
"8317","Department of Homeless Services","State Grants and Contracts-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2017","2017","0","0","11688.64","Billed Revenue"
"8318","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2016","2017","0","0","11637.98","Collected Revenue"
"8319","Department of Homeless Services","State Grants and Contracts-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2017","2017","0","0","11402.09","Billed Revenue"
"8320","Department of Homeless Services","State Grants and Contracts-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2017","2017","0","0","11336.13","Billed Revenue"
"8321","Department of Homeless Services","Federal Grants and Contracts-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","334343516","530578650","11289.14","Billed Revenue"
"8322","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2016","2017","0","0","11011.27","Collected Revenue"
"8323","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2017","2017","0","0","9808.72","Collected Revenue"
"8324","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2017","2017","0","0","9808.72","Billed Revenue"
"8325","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2017","2017","0","0","9094.11","Collected Revenue"
"8326","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2017","2017","0","0","9094.11","Billed Revenue"
"8327","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2017","2017","0","0","8608.34","Collected Revenue"
"8328","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2017","2017","0","0","8608.34","Billed Revenue"
"8329","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2016","2017","287941079","400340647","8570","Billed Revenue"
"8330","Department of Homeless Services","State Grants and Contracts-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2017","2017","0","0","8354.17","Billed Revenue"
"8331","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2016","2017","287941079","400340647","8133.9","Collected Revenue"
"8332","Department of Homeless Services","State Grants-Categorical","Eviction Prevention","General Fund","STATE","HEALTH","2017","2017","1584230","1584230","7882","Billed Revenue"
"8333","Department of Homeless Services","Federal Grants and Contracts-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","46948648","46730600","7082","Collected Revenue"
"8334","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","46948648","52419961","7082","Billed Revenue"
"8335","Department of Homeless Services","Federal Grants and Contracts-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","46948648","46730600","6276","Collected Revenue"
"8336","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","46948648","52419961","6276","Billed Revenue"
"8337","Department of Homeless Services","Federal Grants and Contracts-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","46948648","46730600","4632","Collected Revenue"
"8338","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","46948648","52419961","4632","Billed Revenue"
"8339","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2016","2017","0","0","3008","Collected Revenue"
"8340","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2016","2017","0","0","3008","Billed Revenue"
"8341","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","0","0","2584.45","Collected Revenue"
"8342","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","0","0","1316.72","Collected Revenue"
"8343","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","0","0","818.12","Collected Revenue"
"8344","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","0","0","818.12","Collected Revenue"
"8345","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","0","0","717.67","Collected Revenue"
"8346","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","334343516","391409224","656.04","Collected Revenue"
"8347","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","334343516","334343516","656.04","Billed Revenue"
"8348","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","0","0","645.03","Collected Revenue"
"8349","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","0","0","633.17","Collected Revenue"
"8350","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2016","2017","46948648","39008571","610","Collected Revenue"
"8351","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","0","0","594.91","Collected Revenue"
"8352","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","0","0","569.87","Collected Revenue"
"8353","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","0","0","506.92","Collected Revenue"
"8354","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","0","0","503.9","Collected Revenue"
"8355","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","0","0","490.95","Collected Revenue"
"8356","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","0","0","489.53","Collected Revenue"
"8357","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2016","2017","0","0","284","Billed Revenue"
"8358","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","0","0","280.84","Collected Revenue"
"8359","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","0","0","280.84","Collected Revenue"
"8360","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","0","0","280.84","Collected Revenue"
"8361","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","0","0","280.84","Collected Revenue"
"8362","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","0","0","280.84","Collected Revenue"
"8363","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","0","0","237","Collected Revenue"
"8364","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2017","2017","0","0","230.62","Collected Revenue"
"8365","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2017","2017","0","0","230.62","Billed Revenue"
"8366","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","0","0","150.26","Collected Revenue"
"8367","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","0","0","105","Collected Revenue"
"8368","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2017","2017","0","0","89.24","Collected Revenue"
"8369","Department of Homeless Services","Federal Grants-Categorical","Veteran Affairs Homeless Providers and Per Diem Program","General Fund","FEDERAL - OTHER","Veterans Affairs","2017","2017","3447000","3447000","1","Collected Revenue"
"8370","Department of Homeless Services","Federal Grants-Categorical","HOLDING ACCT UNALLOC FED RECPT","General Fund","FEDERAL - OTHER","HOLDING ACCT-UNDISTRIBUTD CASH","2017","2017","0","0","1","Collected Unearned Revenue Roll"
"8371","Department of Homeless Services","Federal Grants-Categorical","Continuum of Care Program","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2014","2017","0","68832","0.65","Accounts Left In Old Year"
"8372","Department of Homeless Services","Federal Grants-Categorical","Continuum of Care Program","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2014","2017","0","68832","-0.65","Unbilled Revenue"
"8373","Department of Homeless Services","Federal Grants-Categorical","Veteran Affairs Homeless Providers and Per Diem Program","General Fund","FEDERAL - OTHER","Veterans Affairs","2017","2017","3447000","3447000","-1","Billed Revenue"
"8374","Department of Homeless Services","Federal Grants-Categorical","HOLDING ACCT UNALLOC FED RECPT","General Fund","FEDERAL - OTHER","HOLDING ACCT-UNDISTRIBUTD CASH","2017","2017","0","0","-1","Collected Unearned Revenue Roll"
"8375","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2017","2017","0","0","-230.62","Billed Revenue"
"8376","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2016","2017","0","0","-284","Unbilled Revenue"
"8377","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2016","2017","46948648","39008571","-610","Billed Revenue"
"8378","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","334343516","391409224","-656.04","Billed Revenue"
"8379","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2016","2017","0","0","-3008","Billed Revenue"
"8380","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2016","2017","0","0","-3008","Unbilled Revenue"
"8381","Department of Homeless Services","Federal Grants and Contracts-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","46948648","46730600","-4632","Billed Revenue"
"8382","Department of Homeless Services","Federal Grants and Contracts-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","46948648","46730600","-6276","Billed Revenue"
"8383","Department of Homeless Services","Federal Grants and Contracts-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","46948648","46730600","-7082","Billed Revenue"
"8384","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2016","2017","287941079","400340647","-8133.9","Billed Revenue"
"8385","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2016","2017","287941079","400340647","-8570","Unbilled Revenue"
"8386","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2017","2017","0","0","-8608.34","Billed Revenue"
"8387","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2017","2017","0","0","-9094.11","Billed Revenue"
"8388","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2017","2017","0","0","-9808.72","Billed Revenue"
"8389","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2016","2017","0","0","-11011.27","Billed Revenue"
"8390","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2016","2017","0","0","-11637.98","Billed Revenue"
"8391","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2016","2017","0","0","-11970.61","Billed Revenue"
"8392","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2016","2017","0","0","-12503.18","Billed Revenue"
"8393","Department of Homeless Services","Federal Grants and Contracts-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","46948648","46730600","-12539","Billed Revenue"
"8394","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2016","2017","287941079","400340647","-12573.94","Billed Revenue"
"8395","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2016","2017","287941079","400340647","-13147.42","Billed Revenue"
"8396","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2017","2017","0","0","-13412.45","Billed Revenue"
"8397","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","334343516","334343516","-13457.76","Billed Revenue"
"8398","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2017","2017","0","0","-14096.98","Billed Revenue"
"8399","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2016","2017","0","0","-14212.12","Billed Revenue"
"8400","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2016","2017","0","0","-14355.19","Billed Revenue"
"8401","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","334343516","452381616","-14498.87","Billed Revenue"
"8402","Department of Homeless Services","Federal Grants and Contracts-Categorical","TANF - ADMINISTRATIVE EXPENSES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","6978483","6978483","-15369","Billed Revenue"
"8403","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2016","2017","287941079","400340647","-16783","Unbilled Revenue"
"8404","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2016","2017","287941079","400340647","-19738.85","Billed Revenue"
"8405","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","334343516","452381616","-24322.82","Billed Revenue"
"8406","Department of Homeless Services","State Grants-Categorical","Eviction Prevention","General Fund","STATE","HEALTH","2016","2017","0","2308050","-26040","Billed Revenue"
"8407","Department of Homeless Services","State Grants-Categorical","Eviction Prevention","General Fund","STATE","HEALTH","2016","2017","0","2308050","-26040","Accounts Left In Old Year"
"8408","Department of Homeless Services","Non-Governmental Grants","NON-GOVERNMENTAL GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2016","2017","3000000","3000000","-26675.85","Billed Revenue"
"8409","Department of Homeless Services","Federal Grants and Contracts-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","46948648","46730600","-26820","Billed Revenue"
"8410","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","334343516","452381616","-27687.63","Billed Revenue"
"8411","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2017","2017","0","0","-30161.63","Billed Revenue"
"8412","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2017","2017","0","0","-31810.9","Billed Revenue"
"8413","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2016","2017","287941079","400340647","-31979.73","Billed Revenue"
"8414","Department of Homeless Services","Federal Grants-Categorical","HOLDING ACCT UNALLOC FED RECPT","General Fund","FEDERAL - OTHER","HOLDING ACCT-UNDISTRIBUTD CASH","2017","2017","0","0","-32136.42","Collected Unearned Revenue Roll"
"8415","Department of Homeless Services","Federal Grants-Categorical","Continuum of Care Program","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2016","2017","0","500000","-32136.42","Billed Revenue"
"8416","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2016","2017","287941079","400340647","-33562.7","Billed Revenue"
"8417","Department of Homeless Services","Federal Grants and Contracts-Categorical","TANF - ADMINISTRATIVE EXPENSES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","6978483","6978483","-33631","Billed Revenue"
"8418","Department of Homeless Services","State Grants-Categorical","SAFETY-NET","General Fund","STATE","SOCIAL SERVICES","2015","2017","31903207","45049556","-34199","Billed Revenue"
"8419","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","334343516","452381616","-38707.65","Billed Revenue"
"8420","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2016","2017","46948648","39008571","-39155","Billed Revenue"
"8421","Department of Homeless Services","Non-Governmental Grants","NON-GOVERNMENTAL GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2016","2017","3000000","3000000","-39300","Billed Revenue"
"8422","Department of Homeless Services","Federal Grants-Categorical","Continuum of Care Program","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2017","2017","0","413294","-44943","Billed Revenue"
"8423","Department of Homeless Services","Federal Grants-Categorical","EMERGENCY SHELTER GRANTS PROGRAM","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2016","2017","0","13609424","-53480.04","Billed Revenue"
"8424","Department of Homeless Services","Federal Grants-Categorical","EMERGENCY SHELTER GRANTS PROGRAM","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2016","2017","0","13609424","-53480.04","Unbilled Revenue"
"8425","Department of Homeless Services","Federal Grants and Contracts-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","46948648","46730600","-54518.74","Billed Revenue"
"8426","Department of Homeless Services","Federal Grants-Categorical","SUPPORTIVE HOUSING PROGRAM","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2017","2017","0","1228342","-57107.25","Billed Revenue"
"8427","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2016","2017","287941079","400340647","-60389.25","Billed Revenue"
"8428","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","46948648","52419961","-61470","Billed Revenue"
"8429","Department of Homeless Services","Federal Grants-Categorical","TANF - FRINGE BENEFITS","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","2209500","2209500","-61470","Billed Revenue"
"8430","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2016","2017","46948648","39008571","-81406","Billed Revenue"
"8431","Department of Homeless Services","State Grants-Categorical","ADULT SHELTER CAP","General Fund","STATE","SOCIAL SERVICES","2016","2017","68992099","68992099","-85096","Billed Revenue"
"8432","Department of Homeless Services","Federal Grants and Contracts-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","46948648","46730600","-92862","Billed Revenue"
"8433","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","46948648","52419961","-94376","Billed Revenue"
"8434","Department of Homeless Services","Federal Grants and Contracts-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","46948648","46730600","-96927","Billed Revenue"
"8435","Department of Homeless Services","Federal Grants and Contracts-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","46948648","46730600","-103960","Billed Revenue"
"8436","Department of Homeless Services","Federal Grants-Categorical","TANF - FRINGE BENEFITS","General Fund","FEDERAL - OTHER","Health and Human Services","2017","2017","2209500","2209500","-103960","Billed Revenue"
"8437","Department of Homeless Services","State Grants-Categorical","ADULT SHELTER CAP","General Fund","STATE","SOCIAL SERVICES","2016","2017","68992099","68992099","-107022","Billed Revenue"
